plntid;binary;plntmass;plntradius;period;smaxis;plnttemp;plntage;discmeth;discyear;ra;dec;distsun;strmass;strradius;strmetal;strtemp;strage;inhabitzone
Kepler-24 b;0;NA;0,31258;8,145207;0,0787152504620091;NA;NA;transit;2014;290,4125;38,3341666666667;1462,04;1,02;1,289;NA;5897;NA;FALSE
Kepler-24 e;0;NA;0,25334;18,998355;0,138442084621492;NA;NA;transit;2014;290,4125;38,3341666666667;1462,04;1,02;1,289;NA;5897;NA;FALSE
Kepler-24 d;0;NA;0,15219;4,244384;0,050972262412515;NA;NA;transit;2014;290,4125;38,3341666666667;1462,04;1,02;1,289;NA;5897;NA;FALSE
HD 188015 A b;1;1,26;NA;456,46;1,19;NA;NA;RV;2004;298,016666666667;28,1;52,6;1,09;1,1;0,29;NA;NA;FALSE
WASP-54 b;0;0,636;1,653;3,6936411;0,04987;1759;NA;transit;2011;205,454166666667;-0,117777777777778;200;1,15;1,4;-0,27;6100;NA;FALSE
HD 108341 b;0;3,5;NA;1129;2;NA;NA;RV;2014;186,88075;-71,4229722222222;49,4;0,843;0,79;0,04;5122;4,9;FALSE
EPIC 201613023 b;0;NA;0,214;8,28212;0,0802;1003;NA;transit;2015;173,1920375;2,24488333333333;294;1,01;1,01;0,03;5800;NA;FALSE
Kepler-172 b;0;NA;0,21416;2,940309;0,0424078767105127;NA;NA;transit;2014;283,366666666667;41,8169444444444;901,77;0,85;1,085;NA;5526;NA;FALSE
Kepler-172 c;0;NA;0,26063;6,388996;0,0711442202724897;NA;NA;transit;2014;283,366666666667;41,8169444444444;901,77;0,85;1,085;NA;5526;NA;FALSE
Kepler-172 d;0;NA;0,20504;14,627119;0,12358252838055;NA;NA;transit;2014;283,366666666667;41,8169444444444;901,77;0,85;1,085;NA;5526;NA;FALSE
Kepler-172 e;0;NA;0,25152;35,118736;0,221586754882372;NA;NA;transit;2014;283,366666666667;41,8169444444444;901,77;0,85;1,085;NA;5526;NA;FALSE
Kepler-212 c;0;NA;0,2497;31,805174;0,186676588446459;NA;NA;transit;2014;287,616666666667;43,1338888888889;726,97;1,166;1,455;NA;5852;NA;FALSE
Kepler-212 b;0;NA;0,09933;16,257582;0,119342548297424;NA;NA;transit;2014;287,616666666667;43,1338888888889;726,97;1,166;1,455;NA;5852;NA;FALSE
HD 88133 b;0;0,22;NA;3,416;0,047;1550,6;NA;RV;2004;152,529166666667;18,1836111111111;74,5;1,2;1,93;0,34;5494;NA;FALSE
WASP-46 b;0;2,101;1,31;1,43037;0,02448;1516,6;NA;transit;2011;318,7375;-55,8669444444444;NA;0,956;0,917;-0,37;5620;NA;FALSE
HD 102329 b;0;5,9;NA;778,1;2,01;376;NA;RV;2011;176,691666666667;3,46722222222222;158;1,95;6,3;0,3;4830;NA;FALSE
alf Tau b;1;NA;NA;628,96;1,46;NA;NA;RV;2015;68,98;16,50975;20,43;1,13;45,1;-0,27;4055;6,6;TRUE
HIP 91258 b;0;1,068;NA;5,0505;0,057;NA;NA;RV;2013;279,221475916667;61,7025034444444;44,9;0,95;1;0,23;5519;2,4;FALSE
Kepler-356 c;0;NA;0,16495;13,121632;0,104541792653742;NA;NA;transit;2014;292,420833333333;37,6680555555556;672,47;1,13;1,335;NA;6133;NA;FALSE
Kepler-356 b;0;NA;0,14307;4,612696;0,0520716408083183;NA;NA;transit;2014;292,420833333333;37,6680555555556;672,47;1,13;1,335;NA;6133;NA;FALSE
Kepler-187 c;0;NA;0,24332;10,640263;0,0946874520356461;NA;NA;transit;2014;299,795833333333;44,0838888888889;1106,61;1;1,287;NA;6105;NA;FALSE
Kepler-187 b;0;NA;0,12849;4,938864;0,0567643365870468;NA;NA;transit;2014;299,795833333333;44,0838888888889;1106,61;1;1,287;NA;6105;NA;FALSE
WASP-37 b;0;1,696;1,136;3,577471;0,04339;1213,5;NA;transit;2010;221,945833333333;1,05138888888889;338;0,849;0,977;-0,4;5800;NA;FALSE
Kepler-7 b;0;0,433;1,614;4,885525;0,06246;1486,8;NA;transit;2010;288,583333333333;41,0838888888889;NA;1,36;2,02;0,11;5933;NA;FALSE
HD 95127 b;0;5,01;NA;482;1,28;NA;NA;RV;2015;164,896194458333;43,8144673055556;330;1,2;20;-0,18;4218;5,5;TRUE
HAT-P-14 b;1;2,2;1,2;4,627657;0,0594;1445,9;NA;transit;2010;260,116666666667;38,2341666666667;205;1,386;1,468;0,11;6600;NA;FALSE
Kepler-340 c;0;NA;0,30711;22,824669;0,157492730955303;NA;NA;transit;2014;295,933333333333;40,3;806;NA;1,85;NA;6620;NA;FALSE
Kepler-340 b;0;NA;0,23056;14,844387;0,118222199146915;NA;NA;transit;2014;295,933333333333;40,3;806;NA;1,85;NA;6620;NA;FALSE
HD 102365 b;0;0,05;NA;122,1;0,46;355,1;NA;RV;2011;176,629166666667;-40,5;9,24;0,85;NA;-0,28;5650;NA;FALSE
HD 216770 b;0;0,65;NA;118,45;0,46;338,2;NA;RV;2003;343,970833333333;-26,6508333333333;38;0,9;1;0,23;5248;NA;FALSE
HD 106515 A b;0;9,61;NA;3630;4,59;NA;NA;RV;2011;183,779166666667;-7,25055555555556;35,2;0,97;1,62;0,03;NA;11,7;FALSE
EPIC 201577035 b;1;NA;0,361;19,30691;0,1374;703;NA;transit;2015;172,121958333333;1,69061111111111;271;0,94;0,93;-0,04;5647;NA;FALSE
KOI-314 b;0;0,006197;0,109083;13,7813;0,091;446;NA;transit;2014;290,379166666667;43,2841666666667;114,07;0,521;0,442;-0,28;3841;NA;FALSE
KOI-314 c;0;0,002013;0,11045;23,0881;0,128;376;NA;transit;2014;290,379166666667;43,2841666666667;114,07;0,521;0,442;-0,28;3841;NA;FALSE
Kepler-138 b;0;0,000208;0,04757;10,3126;0,075;NA;NA;transit;2014;290,379166666667;43,2841666666667;114,07;0,521;0,442;-0,28;3841;NA;FALSE
Kepler-394 b;0;NA;0,14581;8,005013;0,0743310490511027;NA;NA;transit;2014;296,3;50,6672222222222;1422,08;1,17;1,132;NA;6402;NA;FALSE
Kepler-394 c;0;NA;0,15128;12,130686;0,0980661536990829;NA;NA;transit;2014;296,3;50,6672222222222;1422,08;1,17;1,132;NA;6402;NA;FALSE
HD 134060 b;0;0,0351;NA;3,27;0,0444;1336;NA;RV;2011;227,6875;-61,4172222222222;24,2;NA;NA;NA;5940;NA;FALSE
HD 134060 c;0;0,1507;NA;1160,9;2,2263;182,8;NA;RV;2011;227,6875;-61,4172222222222;24,2;NA;NA;NA;5940;NA;FALSE
Kepler-347 b;0;NA;0,17953;12,79836;0,107092831937437;NA;NA;transit;2014;289,195833333333;49,3005555555556;1004,99;NA;1,005;NA;6088;NA;FALSE
Kepler-347 c;0;NA;0,15948;27,320871;0,177549947751443;NA;NA;transit;2014;289,195833333333;49,3005555555556;1004,99;NA;1,005;NA;6088;NA;FALSE
HD 196067 b;0;6,9;NA;3638;5,02;177,2;NA;RV;2011;310,433333333333;-75,35;44,3;1,29;1,73;0,18;5940;3,3;FALSE
HD 149143 b;0;1,36;NA;4,088;0,052;1389,4;NA;RV;2005;248,2125;2,08333333333333;63;1,1;NA;0,26;5730;NA;FALSE
HD 85390 b;0;0,132;NA;788;1,52;166,3;NA;RV;2009;147,508333333333;-49,7838888888889;33,96;0,76;NA;-0,07;5186;NA;FALSE
HD 5891 b;0;7,6;NA;177,11;0,76;731,8;NA;RV;2011;15,2458333333333;20,2847222222222;251;1,91;8,7;-0,02;4907;NA;FALSE
Kepler-422 b;0;0,43;1,15;7,8914483;0,082;976;NA;transit;2014;282,629166666667;46,3172222222222;651,31;1,15;1,24;NA;5972;1,5;FALSE
HD 100655 b;0;1,7;NA;157,57;0,76;749,4;NA;RV;2011;173,766666666667;20,4341666666667;122;2,4;9,3;0,15;4861;NA;FALSE
HD 97658 b;0;0,023754977;0,213245;9,4903;0,08;757;NA;transit;2010;168,6375;25,7008333333333;21,11;0,77;0,741;-0,23;5119;6,1;FALSE
HIP 70849 b;1;9;NA;10000;10;NA;NA;RV;2009;217,329166666667;-46,4513888888889;24;0,63;NA;NA;4105;NA;FALSE
HD 37124 b;0;0,675;NA;154,378;0,53364;306,6;NA;RV;1999;84,2583333333333;20,7180555555556;33;0,83;0,82;-0,442;5610;NA;TRUE
HD 37124 c;0;0,652;NA;885,5;1,71;171,1;NA;RV;2005;84,2583333333333;20,7180555555556;33;0,83;0,82;-0,442;5610;NA;FALSE
HD 37124 d;0;0,696;NA;1862;2,807;133,5;NA;RV;2003;84,2583333333333;20,7180555555556;33;0,83;0,82;-0,442;5610;NA;FALSE
WASP-88 b;0;0,56;1,7;4,954;0,06431;1772;NA;transit;2013;309,5125;-48,4511111111111;NA;1,45;2,08;-0,08;6431;NA;FALSE
HIP 107773 b;0;1,98;NA;144,3;0,72;NA;NA;RV;2015;327,500523458333;-64,7125354166667;104;2,42;11,6;0,03;4945;NA;FALSE
HD 93385 b;0;0,0263;NA;13,186;0,1116;851,8;NA;RV;2011;161,5625;-41,4513888888889;42,2;NA;NA;NA;5940;NA;FALSE
HD 93385 c;0;0,0318;NA;46,025;0,257;560,1;NA;RV;2011;161,5625;-41,4513888888889;42,2;NA;NA;NA;5940;NA;FALSE
EPIC 201295312 b;1;NA;0,199;5,65706;0,0633;1211;NA;transit;2015;174,011629166667;-2,52088055555556;331;1,07;1,09;-0,02;5989;NA;FALSE
Kepler-16 (AB) b;1;0,333;0,7538;228,776;0,7048;NA;NA;transit;2011;289,075;51,7505555555556;60;NA;NA;NA;NA;NA;FALSE
KELT-6 b;0;0,442;1,18;7,845582;0,08;NA;NA;transit;2013;195,981866666667;30,64005;222;1,126;1,529;-0,27;6272;4,9;FALSE
KELT-6 c;0;3,71;NA;1276;2,39;NA;NA;RV;2015;195,981866666667;30,64005;222;1,126;1,529;-0,27;6272;4,9;FALSE
HAT-P-16 b;1;4,193;1,19;2,7759712;0,0413;1567;NA;transit;2010;9,575;42,4511111111111;235;1,216;1,158;0,12;6140;NA;FALSE
XO-2S b;1;0,259;NA;18,157;0,1344;NA;NA;RV;2014;117,0311625;50,2175694444444;148;0,98;1,02;0,39;5395;7,1;FALSE
XO-2S c;1;1,37;NA;120,8;0,4756;NA;NA;RV;2014;117,0311625;50,2175694444444;148;0,98;1,02;0,39;5395;7,1;FALSE
XO-2N b;1;0,597;0,973;2,61585922;0,03673;NA;NA;transit;2007;117,0311625;50,2175694444444;148;0,97;1,01;0,43;5332;7,9;FALSE
XO-2N c;1;NA;NA;NA;NA;NA;NA;RV;2015;117,0311625;50,2175694444444;148;0,97;1,01;0,43;5332;7,9;FALSE
OGLE-TR-111 b;0;0,54;1,077;4,01451;0,047;940;NA;transit;2004;163,325;-61,4005555555556;1500;0,82;0,831;0,12;5070;NA;FALSE
EPIC 201629650 b;1;NA;0,174;39,91488;0,2114;511;NA;transit;2015;170,155529166667;2,50269722222222;290;0,8;0,78;-0,54;5698;NA;FALSE
Kepler-300 c;0;NA;0,20504;40,714955;0,229005920956359;NA;NA;transit;2014;295,2875;48,5847222222222;753,63;1,035;0,9;NA;5986;NA;FALSE
Kepler-300 b;0;NA;0,15219;10,446347;0,0924670573584213;NA;NA;transit;2014;295,2875;48,5847222222222;753,63;1,035;0,9;NA;5986;NA;FALSE
HD 11977 b;0;6,5;NA;621,6;1,89;NA;NA;RV;2005;28,7333333333333;-67,6347222222222;66,5;2,31;13;-0,16;4975;NA;FALSE
Kepler-319 c;0;NA;0,23967;6,941357;0,0721988086630738;NA;NA;transit;2014;288,808333333333;39,7669444444444;542,69;0,96;0,903;NA;5526;NA;FALSE
Kepler-319 d;0;NA;0,20869;31,781925;0,199076765680593;NA;NA;transit;2014;288,808333333333;39,7669444444444;542,69;0,96;0,903;NA;5526;NA;FALSE
Kepler-319 b;0;NA;0,14854;4,362705;0,0529750053302722;NA;NA;transit;2014;288,808333333333;39,7669444444444;542,69;0,96;0,903;NA;5526;NA;FALSE
Kepler-387 b;0;NA;0,09386;6,791636;0,0673929253458074;NA;NA;transit;2014;287,795833333333;45,6505555555556;738,47;1,13;1,046;NA;5774;NA;FALSE
Kepler-387 c;0;NA;0,08111;11,837549;0,0976051126477735;NA;NA;transit;2014;287,795833333333;45,6505555555556;738,47;1,13;1,046;NA;5774;NA;FALSE
Kepler-46 b;0;NA;0,65705;33,601528;0,1968;543;NA;transit;2012;289,266666666667;42,6002777777778;855;0,82;0,79;0,41;5309;NA;FALSE
Kepler-46 c;0;0,376;NA;57,011;0,2799;455;NA;transit;2012;289,266666666667;42,6002777777778;855;0,82;0,79;0,41;5309;NA;FALSE
Kepler-46 d;0;NA;0,14945;6,766589;0,067;793;NA;transit;2014;289,266666666667;42,6002777777778;855;0,82;0,79;0,41;5309;NA;FALSE
Kepler-136 b;0;NA;0,18682;11,5789;0,0941658783077907;NA;NA;transit;2014;296,467325;42,5988138888889;539,57;1,204;1,355;NA;6165;NA;FALSE
Kepler-136 c;0;NA;0,18135;16,399235;0,118758422179763;NA;NA;transit;2014;296,467325;42,5988138888889;539,57;1,204;1,355;NA;6165;NA;FALSE
Kepler-134 b;0;NA;0,18226;5,317429;0,0594317059998936;NA;NA;transit;2014;284,7375;49,5847222222222;414,47;1,01;1,176;NA;5983;NA;FALSE
Kepler-134 c;0;NA;0,11482;10,105785;0,0911864762359508;NA;NA;transit;2014;284,7375;49,5847222222222;414,47;1,01;1,176;NA;5983;NA;FALSE
Kepler-217 b;0;NA;0,20322;5,374943;0,0539054534525377;NA;NA;transit;2014;293,0375;46,2675;1054,36;1,383;1,799;NA;6171;NA;FALSE
Kepler-217 c;0;NA;0,16859;8,586004;0,0736621152942006;NA;NA;transit;2014;293,0375;46,2675;1054,36;1,383;1,799;NA;6171;NA;FALSE
HD 218566 b;0;0,21;NA;225,7;0,6873;236,4;NA;RV;2010;347,295833333333;-2,25083333333333;29,94;0,85;0,86;0,38;4820;NA;TRUE
Kepler-143 c;0;NA;0,30711;27,082511;0,176047540932997;NA;NA;transit;2014;298,066666666667;49,4011111111111;890,59;1,008;1,359;NA;5848;NA;FALSE
Kepler-143 b;0;NA;0,21962;16,007583;0,123990340470852;NA;NA;transit;2014;298,066666666667;49,4011111111111;890,59;1,008;1,359;NA;5848;NA;FALSE
Kepler-311 b;0;NA;0,15492;9,176092;0,0857885566597656;NA;NA;transit;2014;282,058333333333;47,0833333333333;803,71;NA;1,188;NA;5905;NA;FALSE
Kepler-311 c;0;NA;0,13032;19,738286;0,142954274781612;NA;NA;transit;2014;282,058333333333;47,0833333333333;803,71;NA;1,188;NA;5905;NA;FALSE
WASP-1 b;1;0,854;1,483;2,5199464;0,03889;1644,3;NA;transit;2006;5,16666666666667;31,9838888888889;380;1,24;1,47;0,23;6160;3,4;FALSE
HD 13908 b;0;0,865;NA;19,382;0,154;NA;NA;RV;2013;34,560669;65,5943607777778;71,3;1,29;1,67;0,01;6255;2,9;FALSE
HD 13908 c;0;5,13;NA;931;2,03;NA;NA;RV;2013;34,560669;65,5943607777778;71,3;1,29;1,67;0,01;6255;2,9;TRUE
KIC 9632895 b;1;0,019503;0,561818;240,503;0,7877;NA;NA;transit;2014;283,241666666667;46,3677777777778;500;NA;NA;NA;NA;NA;FALSE
SAND364 b;0;1,54;NA;121,71;0,434941091967795;NA;NA;RV;2014;132,4875;11,6841666666667;750;1,35;21,8;-0,02;4284;NA;FALSE
WASP-76 b;0;0,92;1,83;1,809886;0,033;2160;NA;transit;2013;26,63275;2,70055555555556;120;1,46;1,73;0,23;6250;NA;FALSE
Kepler-315 b;0;NA;0,34356;96,101141;0,410654466731753;NA;NA;transit;2014;298,020833333333;43,3511111111111;1363,58;NA;1,037;NA;5796;NA;FALSE
Kepler-315 c;0;NA;0,37819;265,469335;0,808475933198741;NA;NA;transit;2014;298,020833333333;43,3511111111111;1363,58;NA;1,037;NA;5796;NA;TRUE
HAT-P-26 b;0;0,059;0,565;4,234516;0,0479;907,4;NA;transit;2010;213,156416666667;4,06002777777778;134;0,816;0,788;-0,04;5079;NA;FALSE
HD 72659 b;0;3,15;NA;3658;4,74;139,5;NA;RV;2002;128,5125;-1,56666666666667;49,8;0,95;1,36;-0,02;5926;NA;FALSE
Kepler-243 b;0;NA;0,22327;5,715442;0,0677119106443222;NA;NA;transit;2014;285,108333333333;42,0333333333333;808,4;0,789;0,842;NA;5228;NA;FALSE
Kepler-243 c;0;NA;0,18135;20,026218;0,156206036736956;NA;NA;transit;2014;285,108333333333;42,0333333333333;808,4;0,789;0,842;NA;5228;NA;FALSE
Kepler-286 b;0;NA;0,113;1,796302;0,0286394505946647;NA;NA;transit;2014;290,675;48,2841666666667;1188,84;1,03;0,863;NA;5580;NA;FALSE
Kepler-286 c;0;NA;0,12485;3,468095;0,0444057391788208;NA;NA;transit;2014;290,675;48,2841666666667;1188,84;1,03;0,863;NA;5580;NA;FALSE
Kepler-286 d;0;NA;0,1212;5,914323;0,0633843157190084;NA;NA;transit;2014;290,675;48,2841666666667;1188,84;1,03;0,863;NA;5580;NA;FALSE
Kepler-286 e;0;NA;0,1613;29,221289;0,18387020479107;NA;NA;transit;2014;290,675;48,2841666666667;1188,84;1,03;0,863;NA;5580;NA;FALSE
HIP 67851 b;0;1,38;NA;88,9;0,46;NA;NA;RV;2014;208,466924875;-35,3143620277778;66;1,3;5,87;-0,03;4805;NA;FALSE
HIP 67851 c;0;5,98;NA;2131,8;3,82;NA;NA;RV;2014;208,466924875;-35,3143620277778;66;1,3;5,87;-0,03;4805;NA;FALSE
Kepler-446 b;0;NA;0,136695;1,565409;0,067;NA;NA;transit;2015;282,2502125;44,9211083333333;120;0,22;0,24;-0,3;3359;NA;TRUE
Kepler-446 c;0;NA;0,101155;3,036179;0,104;NA;NA;transit;2015;282,2502125;44,9211083333333;120;0,22;0,24;-0,3;3359;NA;TRUE
Kepler-446 d;0;NA;0,123026;5,148921;0,147;NA;NA;transit;2015;282,2502125;44,9211083333333;120;0,22;0,24;-0,3;3359;NA;FALSE
Kepler-321 c;0;NA;0,21142;13,093921;0,112705528637502;NA;NA;transit;2014;294,45;44,1344444444444;461,82;0,898;1,194;NA;5740;NA;FALSE
Kepler-321 b;0;NA;0,1613;4,915379;0,0586502790289338;NA;NA;transit;2014;294,45;44,1344444444444;461,82;0,898;1,194;NA;5740;NA;FALSE
GJ 27.1 b;0;0,0409;NA;15,819;0,101;NA;NA;RV;2014;9,99510795833333;-44,2532218055556;24;0,53;NA;NA;3542;NA;FALSE
Kepler-119 b;0;NA;0,32807;2,422082;0,0363219527737331;NA;NA;transit;2014;295,945833333333;42,6508333333333;623,74;0,918;0,839;NA;5595;NA;FALSE
Kepler-119 c;0;NA;0,08384;4,125103;0,0518004054755978;NA;NA;transit;2014;295,945833333333;42,6508333333333;623,74;0,918;0,839;NA;5595;NA;FALSE
AB Pic b;0;12;1,55;NA;NA;1750;NA;imaging;2005;94,8;-58,0502777777778;45,5;NA;NA;-0,64;4875;NA;FALSE
UScoCTIO 108 b;0;14;NA;NA;NA;2350;NA;imaging;2007;241,475;-18,3011111111111;145;0,057;NA;NA;2700;NA;FALSE
Kepler-251 c;0;NA;0,25243;16,514043;0,128667654657106;NA;NA;transit;2014;296,5625;44,1005555555556;1016,85;0,96;0,89;NA;5526;NA;FALSE
Kepler-251 d;0;NA;0,25243;30,133001;0,192130081959309;NA;NA;transit;2014;296,5625;44,1005555555556;1016,85;0,96;0,89;NA;5526;NA;FALSE
Kepler-251 b;0;NA;0,1212;4,790936;0,0563872208698105;NA;NA;transit;2014;296,5625;44,1005555555556;1016,85;0,96;0,89;NA;5526;NA;FALSE
Kepler-251 e;0;NA;0,25243;99,640161;0,426438811631982;NA;NA;transit;2014;296,5625;44,1005555555556;1016,85;0,96;0,89;NA;5526;NA;FALSE
eps Eridani b;0;1,55;NA;2502;3,39;111,8;NA;RV;2000;53,2291666666667;-9,45055555555555;3,2;0,83;0,895;-0,13;5116;NA;FALSE
WASP-3 b;1;2,06;1,454;1,8468372;0,0313;1825,6;NA;transit;2007;278,633333333333;35,6511111111111;220;1,24;1,31;NA;6400;NA;FALSE
HD 102272 b;0;5,9;NA;127,58;0,614;877,6;NA;RV;2008;176,6;14,1172222222222;360;1,9;10,1;0,26;4908;NA;FALSE
HD 102272 c;0;2,6;NA;520;1,57;530,8;NA;RV;2008;176,6;14,1172222222222;360;1,9;10,1;0,26;4908;NA;FALSE
HD 81688 b;0;2,7;NA;184,02;0,81;NA;NA;RV;2008;142,166618333333;45,6014817777778;85,8;2,1;13;-0,359;4753;NA;FALSE
HAT-P-24 b;1;0,685;1,242;3,35524;0,0465;1495;NA;transit;2010;108,825;14,2511111111111;396;1,191;1,317;-0,16;6329;NA;FALSE
Kepler-107 e;0;NA;0,3144;14,749049;0,124;NA;NA;transit;2014;297,025;48,2008333333333;512,66;1,183;1,411;0,27;5851;NA;FALSE
Kepler-107 c;0;NA;0,16495;4,901425;0,0597;NA;NA;transit;2014;297,025;48,2008333333333;512,66;1,183;1,411;0,27;5851;NA;FALSE
Kepler-107 b;0;NA;0,14216;3,179997;0,0448;NA;NA;transit;2014;297,025;48,2008333333333;512,66;1,183;1,411;0,27;5851;NA;FALSE
Kepler-107 d;0;NA;0,09751;7,958203;0,0825;NA;NA;transit;2014;297,025;48,2008333333333;512,66;1,183;1,411;0,27;5851;NA;FALSE
Kepler-377 c;0;NA;0,18773;27,014976;0,170505170997679;NA;NA;transit;2014;295,420833333333;38,7333333333333;865,2;1,104;1,224;NA;5949;NA;FALSE
Kepler-377 b;0;NA;0,12667;12,509529;0,102053632918773;NA;NA;transit;2014;295,420833333333;38,7333333333333;865,2;1,104;1,224;NA;5949;NA;FALSE
Kepler-303 b;0;NA;0,08111;1,937055;0,0365759999558838;NA;NA;transit;2014;283,133333333333;43,6505555555556;192,34;0,575;0,485;NA;3944;NA;FALSE
Kepler-303 c;0;NA;0,10389;7,061149;0,086633359775723;NA;NA;transit;2014;283,133333333333;43,6505555555556;192,34;0,575;0,485;NA;3944;NA;FALSE
HD 98649 b;0;6,8;NA;4951;5,6;NA;NA;RV;2011;170,216666666667;-23,2166666666667;40,3;1;1;0,02;5759;2,3;FALSE
HD 10180 b;0;0,0040894108;NA;1,17766;0,0222;1915,3;NA;RV;2010;24,475;-60,5011111111111;39,4;1,06;NA;0,08;5911;NA;FALSE
HD 10180 c;0;0,0408941;NA;5,75973;0,0641;1128,3;NA;RV;2010;24,475;-60,5011111111111;39,4;1,06;NA;0,08;5911;NA;FALSE
HD 10180 i;0;0,00597683;NA;9,655;0,0904;950;NA;RV;2010;24,475;-60,5011111111111;39,4;1,06;NA;0,08;5911;NA;FALSE
HD 10180 d;0;0,03743383;NA;16,354;0,1284;796,3;NA;RV;2010;24,475;-60,5011111111111;39,4;1,06;NA;0,08;5911;NA;FALSE
HD 10180 e;0;0,078642;NA;49,75;0,27;549,9;NA;RV;2010;24,475;-60,5011111111111;39,4;1,06;NA;0,08;5911;NA;FALSE
HD 10180 j;0;0,01604307;NA;67,55;0,33;497,2;NA;RV;2010;24,475;-60,5011111111111;39,4;1,06;NA;0,08;5911;NA;FALSE
HD 10180 f;0;0,0717219;NA;122,88;0,494;406,5;NA;RV;2010;24,475;-60,5011111111111;39,4;1,06;NA;0,08;5911;NA;FALSE
HD 10180 g;0;0,06920541;NA;596;1,415;239;NA;RV;2010;24,475;-60,5011111111111;39,4;1,06;NA;0,08;5911;NA;TRUE
HD 10180 h;0;0,206987;NA;2300;3,49;154,9;NA;RV;2010;24,475;-60,5011111111111;39,4;1,06;NA;0,08;5911;NA;FALSE
Kepler-336 d;0;NA;0,21598;20,678772;0,144760149336049;NA;NA;transit;2014;290,2375;41,3180555555556;794,61;1,057;1,304;NA;5867;NA;FALSE
Kepler-336 c;0;NA;0,19137;9,600001;0,0867920696643236;NA;NA;transit;2014;290,2375;41,3180555555556;794,61;1,057;1,304;NA;5867;NA;FALSE
Kepler-336 b;0;NA;0,09295;2,024823;0,0307532181882573;NA;NA;transit;2014;290,2375;41,3180555555556;794,61;1,057;1,304;NA;5867;NA;FALSE
HD 152581 b;0;1,5;NA;689;1,48;408,1;NA;RV;2011;253,429166666667;11,9672222222222;186;0,927;2,8;-0,46;5155;NA;TRUE
Kepler-144 b;0;NA;0,1212;5,885273;0,0608275037620008;NA;NA;transit;2014;281,9125;42,7675;385,13;1,154;1,235;NA;6075;NA;FALSE
Kepler-144 c;0;NA;0,12303;10,104665;0,087217479541638;NA;NA;transit;2014;281,9125;42,7675;385,13;1,154;1,235;NA;6075;NA;FALSE
HD 20868 b;0;1,99;NA;380,85;0,947;185,1;NA;RV;2008;50,1791666666667;-33,7177777777778;48,9;0,78;0,79;0,04;4795;NA;TRUE
CoRoT-7 b;0;0,0151;0,15;0,853585;0,0172;1666,1;NA;transit;2009;100,954166666667;-1,05111111111111;150;0,93;0,87;0,03;5313;NA;FALSE
CoRoT-7 c;0;0,0264;NA;3,698;0,046;1018,8;NA;RV;2009;100,954166666667;-1,05111111111111;150;0,93;0,87;0,03;5313;NA;FALSE
2M 2206-20 b;0;30;1,3;8686;4,48;NA;NA;imaging;2010;331,595008333333;-20,7849722222222;26,67;0,13;0,11;NA;2350;NA;FALSE
HD 73267 b;0;3,06;NA;1260;2,198;160,6;NA;RV;2008;129,075;-34,4508333333333;54,91;0,89;1,04;0,03;5317;NA;FALSE
Kepler-181 c;0;NA;0,18135;4,302149;0,0545923106407006;NA;NA;transit;2014;296,15;50,0844444444444;628,45;0,853;0,749;NA;5333;NA;FALSE
Kepler-181 b;0;NA;0,11574;3,137873;0,0442348697507334;NA;NA;transit;2014;296,15;50,0844444444444;628,45;0,853;0,749;NA;5333;NA;FALSE
WASP-123 b;0;0,92;1,327;2,977641;0,0431;1510;NA;transit;2015;289,479333333333;-32,8599444444444;NA;1,207;1,296;0,18;5740;NA;FALSE
HD 106906 b;0;11;NA;NA;NA;1800;NA;imaging;2013;184,4716345;-55,9755247222222;92;1,5;NA;NA;6516;0,013;FALSE
HAT-P-13 b;0;0,85;1,28;2,916243;0,0426;1504,3;NA;transit;2009;129,883333333333;47,35;214;1,22;1,56;0,41;5638;NA;FALSE
HAT-P-13 c;0;14,5;NA;448,2;1,186;276,2;NA;RV;2009;129,883333333333;47,35;214;1,22;1,56;0,41;5638;NA;TRUE
Kepler-326 c;0;NA;0,12758;4,580358;0,0556256465930379;NA;NA;transit;2014;294,325;46;386,07;0,914;0,801;NA;5105;NA;FALSE
Kepler-326 b;0;NA;0,13852;2,248329;0,0346137536118899;NA;NA;transit;2014;294,325;46;386,07;0,914;0,801;NA;5105;NA;FALSE
Kepler-326 d;0;NA;0,11027;6,766888;0,0721552798516464;NA;NA;transit;2014;294,325;46;386,07;0,914;0,801;NA;5105;NA;FALSE
Kepler-168 c;0;NA;0,24514;13,193242;0,105233140957696;NA;NA;transit;2014;294,708333333333;39,8175;1230,24;1,12;1,107;NA;6282;NA;FALSE
Kepler-168 b;0;NA;0,13305;4,425391;0,0508026008124991;NA;NA;transit;2014;294,708333333333;39,8175;1230,24;1,12;1,107;NA;6282;NA;FALSE
MOA-2012-BLG-311 b;0;0,208;NA;NA;NA;NA;NA;microlensing;2012;272,208333333333;-25,95;6000;NA;NA;NA;5460;NA;FALSE
Kepler-124 c;0;NA;0,15948;13,821375;0,119424387712739;NA;NA;transit;2014;286,75;49,0513888888889;358,8;0,841;0,636;NA;4984;NA;FALSE
Kepler-124 d;0;NA;0,10115;30,950851;0,204412407292346;NA;NA;transit;2014;286,75;49,0513888888889;358,8;0,841;0,636;NA;4984;NA;FALSE
Kepler-124 b;0;NA;0,06653;3,410493;0,0469825911235269;NA;NA;transit;2014;286,75;49,0513888888889;358,8;0,841;0,636;NA;4984;NA;FALSE
